ClientID,ClientName,SalesforceID,Segment,MktSubSegment,Insurance,BU_Division,BusinessUnitHead,OracleID,Tier,IIS_Top_100,SSIA TOP TIER,DirectPublish,ClientStartDate,DateClientTerminated,Site_Lead,Team_Lead,Manager,Primary_Client_Contact,Analyst_1_(A&C),Analyst_2_(CSO),Analyst_3_(Coverage),SITE,BU_Relationship_Managers,BU_Client_Service,COMPLIANCE_CS,AuditLocation,AcctContact,PNASRVR,MCHREGION,DAILY,SECTOR_NAME,Oversight_Site,Oversight_Group,Operations_Email_Dist,JV_Email_Dist,Client_Specific_Email_Dist,Watchlist,CM_Requires_2nd_ Approver
SOA,STATE OF ALASKA,001G000001jmrTFIAY,Public Funds,STATE ENTITY,PF,IIS,SCHAFER,1.00E+12,1,TOP IIS,TOP SSIA,,1/1/2009,7/1/2016,,Andrew Robertson,Sana Ali,Daniel Ogunmade,Alex Dzhumara,Alex Dzhumara,Sana Ali,SACRAMENTO,Gibson Jennifer,William Collins,,JV-Mumbai,BENKART BRIAN,04PAW3,CI400,No,,SACRAMENTO,,,SSIA-US PnA Alameda,,No Status,No
SOFO,STATE OF OREGON 457 PROGRAM,,Public Funds,STATE ENTITY,PF,IIS,SCHAFER,1.00E+12,1,,,,1/1/2009,,"Pae, Lisa H","Hennessy, Carl J","Mansiya, Azharuddin ","Robertson, Andrew","Hui, Elroy","Hui, Elroy","Mansiya, Azharuddin ",SACRAMENTO,Joe Rooney,Josh Anderson,Samira Khahpoor,JV-Mumbai,MCELIGOTT MICHAEL,02PAW3,CI800,No,,SACRAMENTO,N/A,Perf_West_Team1,SSIA-US PnA Alameda,,Watch,Yes
SONOGSS,The Sonoma County Employees Retirement Association,001G000001jmojp,Public Funds,MUNICIPAL ENTITY,USIS-Young,IIS,Pae,1.00E+12,2,,,,1/1/2009,,"Pae, Lisa H","Hennessy, Carl J","Leung, Mable","Robertson, Andrew","Ali, Sana M","Ali, Sana M","Leung, Mable",SACRAMENTO,Tonya Cordray,Ed Fisher,,JV-Mumbai,Young Rick,06PAW3,CI500,No,Asset Owners,SACRAMENTO,N/A,Perf_West_Team1,SSIA-US PnA Alameda,,Monitor,No
SOROBIFS,SOROBAN CAPITAL PARTNERS,001G000001jn4XG,Asset Manager,ASSET MANAGER,AIS,AIS,STERNER,,2, , ,,7/1/2014,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Kanthan, Vinay","Kanthan, Vinay","Kanthan, Vinay","Ng, Andrew",Toronto,"Beam, Heather","Krasowska, Beata", ,JV Pune,STERNER ERIC,22PAW3,IFS DW,Yes,,Toronto,N/A,,JV_QAT_US-PnA Daily Ops,,Stable,No
SPHSGSS,Sheppard Pratt Health System Inc,001G000001jmpNqIAI,Endowment/Foundation,HEALTHCARE,STS,IIS,SCHECHTER,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Pulsifer, Erik C","Michaud, Daniel","Liang, ChiaYi","Mejia, Carmen M","Liang, ChiaYi",,BOSTON,LIGHTFOOT JONATHAN,Kevin Day,,JV Pune,SWAMI SUNDER VELLA,06PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Stable,No
SPIRAX,SPIRAX SARCO,,Corporate,VARIOUS - CORP,STS,IIS,SCHECHTER,1.00E+12,3,,,Yes,1/1/2009,,"Verrill, Scott M","Pulsifer, Erik C","Michaud, Daniel","Liang, ChiaYi",,"Frewald, Jonathan","Jones, Crystal",BOSTON,Baker Jessica,Kyle Coghlan,,JV Pune,SWAMI SUNDER VELLA,06PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Stable,No
SRB,SRB,,,ASSET MANAGER,USIS,,TERMINATED,1.00E+13,-99,,,,2/1/2013,1/1/2000,,,,NONE,,,JEFFREY MALMIN,,,,,, , , , ,,,,,,,No Status,No
SSSSP,STATE STREET SALARY SAVINGS PLAN,,Corporate,RETIREMENT - DC,IIS,IIS,Schafer,1.00E+12,3,,,,10/1/2012,,"Verrill, Scott M","Robinson, Leonard B","O'Connell, Michael","Negoshian, Jennifer","Ramos, Levi","McIsaac, Kathleen R",,BOSTON,Bettina Matthews,"Nelson, David A <danelson@statestreet.com>",,JV Pune,BENKART BRIAN,04PAW3,,No,,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,Stable,No
STARMPT,STAR ENTERPRISE MASTER PENSION TRUST,,,RETIREMENT - CORP,CPS,IIS,SCHAFER,1.00E+12,1,,,,1/1/2009,4/30/2016,,Michael Dunigan,Steven Osyf,Daniel Ogunmade,,Matt Landry,Laura Wykret,SACRAMENTO,MACVARISH KATHY,Erin Rodriguez,,JV-Pune,MCELIGOTT MICHAEL,06PAW3,CI800,No,,Poland,CAPA4,,JV_QAT_US-PnA Monthly Ops,,No Status,No
STDLIFE,Standard Life Investments,,Asset Manager,ASSET MANAGER,USIS,USIS,HEINZL,1.00E+13,3,,,,9/9/9999,,"Swan, Matthew","Swan, Matthew","Cobb, Miles","Khan, Asad","Huang, Min","Huang, Min",,Toronto,Rocco Logozzo,Craig Howie,,Boston,,08PAW3,,YES,,Toronto,N/A,,,,Stable,No
STGOBAIN,SAINT GOBAIN,001G000001jmsMA,Corporate,DEFINED BENEFIT,IIS,IIS,SCHAFER,1.00E+12,3,,,,1/1/2014,,"Verrill, Scott M","Cady, Erik G","Da Cruz, Joao J","Luong, Jam",,"Jia, Juan V","Saar-Beckles, Merit",BOSTON,Victoria Aguiar,Cornelius Hayes,,JV Pune,Alexandre Menard,04PAW3,,No,,Poland,CAPA4,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,Stable,No
STPP,PERPETUAL TRUST OF ST. PETER & ST. PAUL,001G000001jmnqAIAQ,Endowment/Foundation,RELIGIOUS,STS,IIS,YOUNG,1.00E+12,3,,,,1/1/2009,7/1/2017,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Law, Fennie S","Law, Fennie S","Osyf, Steven M","Whittingstall, Bradley Karl",BOSTON,"Brooks, Mark","Brooks, Mark",,JV-Mumbai,SWAMI SUNDER VELLA,04PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team 4,SSIA-US PnA Alameda,,Stable,No
SUISSE,CREDIT SUISSE,,,ASSET MANAGER,PF,,TERMINATED,1.00E+13,-99,,,,3/31/2011,2/29/2012,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
SVALUSS,SUPERVALU INC.,001G000001jmnBh,Corporate,RETIREMENT - CORP,CPS,IIS,SCHAFER,1.00E+12,2,TOP IIS,TOP SSIA,,1/1/2009,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Coelho, Kyle",CAPA4,"Samisheva, Yelena",,TORONTO,Jason Landry,"Landry, Jason",,JV Pune,BENKART BRIAN,06PAW3,CI800,Yes,Asset Owners,Poland,CAPA4,,JV_QAT_US-PnA Daily Ops,,Stable,No
SWARTH,SWARTHMORE COLLEGE,001G000001jmqAhIAI,,EDUCATION,NFP,IIS,SCHAFER,1.00E+12,2,,,,1/1/2009,9/1/2016,,Erik Cady,Scott Swanson,Michael Dean,Reth Nop,Deconverted,Michael O'Connell,BOSTON,GORDON DAVIES,Zintsova Kate,,JV Pune,MCELIGOTT MICHAEL,04PAW3,CI800,No,,BOSTON,CAPA1,,JV_QAT_US-PnA Monthly Ops,,No Status,No
SYMPH,Symphony Asset Management,,Asset Manager,ASSET MANAGER,USIS,USIS,ABRUZZI,1.00E+13,2,,,,1/1/2009,,"Verrill, Scott M","Cady, Erik G","Hirbour, Adam S","Dean, Michael","Sweeney, Adam","Dean, Michael","Andrade, Kelvin",BOSTON,Saito Hiroshi,Saito Hiroshi,,JV-Pune,NONE,06PAW3,CI500,No,Asset Managers,BOSTON,N/A,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,No Status,No
SYNGSS,Syngenta Corp,001G000001jmpiLIAQ,Corporate,RETIREMENT - DB,STS,IIS,SCHECHTER,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Cady, Erik G","Hirbour, Adam S","Dean, Michael","Burton, Eric C","Dean, Michael","Wall, Stephen M",BOSTON,Gordon Davies,White Devin,,JV Pune,SWAMI SUNDER VELLA,04PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,Stable,No
SYNOPSS,SYNOPSYS,,,CORPORATE CASH,CPS,,TERMINATED,1.00E+12,-99,,,,1/1/2009,12/1/2011,,Joey Tam,,Timothy Tan,,,DAX JOHNSON,,,,,, , , , ,,,,,,,No Status,No
TALLA,TALLAHASSEE OPERATING FUND,001G000001jmk6S,,MUNICIPAL ENTITY,PF,IIS,SCHAFER,1.00E+12,3,,,,1/1/2009,10/31/2015,,Kristine Treacy,Kristine Treacy,Joseph Devlin,Eric Burton,Eric Burton,Kristine Treacy,BOSTON,Tonya Condray,Mark Brooks,,JV Pune,BITTNER ERIC,13PAW3,CI800,No,,BOSTON,,,JV_QAT_US-PnA Monthly Ops,,No Status,No
TCHF,The Colorado Health Fdtn,001G000001jmlgEIAQ,Endowment/Foundation,HEALTHCARE,IIS,IIS,SCHECHTER,1.00E+12,3,,,,11/1/2012,,"Verrill, Scott M","Pratt, Robert H","Phan-Truong, Maggie M","Harris, Eric S","Harris, Eric S","Tariq, Deeba","Boutahar, Mustapha",BOSTON,Victoria Aguiar,Timothy J. McCoole,,JV Pune,NONE,08PAW3,CI500,,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Stable,No
TCRS,Tennessee Consolidated Retirement System,,Public Funds,STATE ENTITY,PF,IIS,SCHAFER,1.00E+12,1,TOP IIS,TOP SSIA,,9/1/2014,,"Pae, Lisa H","Tu, Chi T","Leung, Mable","Gutsan, Yevgeniy A",,,"Borowy, Anna",Sacramento,Gary Lane,Annie Rankin,,JV-Mumbai, ,04PAW3,CIA00,Yes,,Poland,CAPA4,Perf_West_Team2,SSIA-US PnA Alameda,,Stable,No
TCW,"TCW Group, Inc.",001G000001jmnpX,Asset Manager,ASSET MANAGER,USIS,USIS,LOWD,1.00E+12,2,,,,12/1/2013,,"Pae, Lisa H","Tu, Chi T","Leung, Mable","Gutsan, Yevgeniy A","Kang, Min Jeong","Kang, Min Jeong","Leung, Mable",SACRAMENTO,Ella Marshall,,,JV-Mumbai,NONE,04PAW3,CI500,Yes,Asset Managers,SACRAMENTO,N/A,Perf_West_Team2,SSIA-US PnA Alameda,,Stable,No
TEAM25,Teamsters Union 25 Health & Welfare,,,RETIREMENT DC,STS,,TERMINATED,1.00E+12,-99,,,,1/1/2009,8/31/2009,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
Terminated,Terminated Client,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+13,-99,,,,1/1/2009,1/1/2009,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
TEXAS,TEXAS VETERANS LAND BOARD,0011600001mPwqW,Public Funds,STATE ENTITY,PF,IIS,SCHAFER,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Whittingstall, Bradley Karl","Osyf, Steven M","Kerrigan, John",,BOSTON,Charlotte Long,Charlotte Long,,JV-Mumbai,BITTNER ERIC,13PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team 4,SSIA-US PnA Alameda,,Stable,No
TEXMRS,Texas Municipal Retirement System,001G000001jmqns,Public Funds,STATE ENTITY,USIS-Young,IIS,SCHAFER,1.00E+12,2,,,,1/1/2009,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Gonsalves, Zico","Li, Mengbi (Joey)","Li, Mengbi (Joey)","Yoon, Steve",TORONTO,Gregory Forbes,Nicholas Katsikas,,JV-Mumbai,Michael Brown,04PAW3,CIA00,Yes,Asset Owners,TORONTO,N/A,,SSIA-US PnA Alameda,,Stable,No
TEXTRON,Textron Inc.,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,2/28/2011,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
TEXTRS,Teachers Retirement System of Texas (TRS),001G000001jmpOnIAI,Public Funds,STATE ENTITY,USIS-Young,IIS,YOUNG,1.00E+12,1,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Whittingstall, Bradley Karl","Chau, Stella S","Law, Fennie S",,BOSTON,DULGER-SHEIKEN BRENDA,Jason Morgan-Voyce,,Poland,ELISKOVICH JON,08PAW3,CIA00,Yes,,BOSTON,N/A,Perf_East_Team 4,CAPA4,SSIA Operations - TXTRS Poland ,Stable,No
THEHART,Hartford Financial Services Group Inc,001G000001jmqun,Corporate,CORPORATE CASH,DCS,IIS,SCHAFER,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Chau, Stella S","Agganis, Dean P","Law, Fennie S",,BOSTON,Mark Curran,Daniel Joseph Morse,,JV Pune,BENKART BRIAN,04PAW3,CI800,No,Insurance,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,No Status ,No
TIAACREF,TIAA-CREF,001G000001jmpP7,Asset Manager,ASSET MANAGER,USIS,USIS,KEDIA,1.00E+12,2,,TOP SSIA,,11/1/2012,,"Pae, Lisa H","Hennessy, Carl J","Leung, Mable","Rozek, Justin J",,,"Borowy, Anna",SACRAMENTO,KEENAN JIM,,,JV-Mumbai,NONE,13PAW3,CI300,Yes,Asset Managers,Poland,CAPA4,Perf_West_Team1,SSIA-US PnA Alameda,,Stable,No
TINL,TEMPLE-INLAND,,,RETIREMENT - CORP,CPS,IIS,SCHECHTER,1.00E+12,2,,,,1/1/2009,Merged with Int'l Paper 10/31/2014,,Robert Young,Carlisle Adamson,NONE,NULL,Carlisle Adamson,Scott Swanson,BOSTON,Thornton Vince,,,JV Pune,MCELIGOTT MICHAEL,04PAW3,CI800,No,,BOSTON,,,JV_QAT_US-PnA Monthly Ops,,No Status,No
TJYAWKEY,YAWKEY FOUNDATIONS,001G000001jmtFGIAY,Endowment/Foundation,PHILANTHROPIC,STS,IIS,YOUNG,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Chau, Stella S","Chau, Stella S","Cardarelli, Rachel","Agganis, Dean P",BOSTON,SARAH RASK,CONNOLLY DAN,,Boston,SWAMI SUNDER VELLA,04PAW3,CI800,NO,,BOSTON,N/A,Perf_East_Team 4,,,Stable,No
TML,TEXAS MUNICIPAL LEAGUE,,,MUNICIPAL ENTITY,PF,,TERMINATED,1.00E+12,-99,,,,12/1/2010,12/31/2012,,Rob Moles,,Rob Moles,,,KAMRAN MAKHDUMI,BOSTON,,,,, , , , ,,BOSTON,,,,,No Status,No
TPPSGSS,TOWERS PERRIN SAVINGS,,,RETIREMENT DB/DC,CPS,,TERMINATED,1.00E+12,-99,,,,1/1/2009,1/31/2012,,,,NONE,,,KAMRAN MAKHDUMI,BOSTON,,,,, , , , ,,BOSTON,,,,,No Status,No
TPRPGSS,TOWERS PERRIN RETIREMENT,,,VARIOUS - CORP,CPS,,TERMINATED,1.00E+12,-99,,,,1/1/2009,1/11/2013,,,,Jim Robbio,,,KAMRAN MAKHDUMI,BOSTON,,,,, , , , ,,BOSTON,,,,,No Status,No
TRANSAM,Transamerica Corp,001G000001jmqPb,Asset Manager,ASSET MANAGER,USIS,USIS,LOWD,1.00E+12,2,,TOP SSIA,,1/1/2012,,"Verrill, Scott M","Robinson, Leonard B","Cobb, Miles","Mackey, Paul J","Arustamyan, Vadim R","O'connor, Brian P",,BOSTON,GREG NIKIFOROW,Judith Gayle,,JV Pune,NONE,06PAW3,CI500,NO,Insurance,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,Stable,No
TTSTC,Texas Treasury Safekeeping Trust Co,001G000001jmpOpIAI,Public Funds,STATE ENTITY,USIS-Young,IIS,SCHAFER,1.00E+12,1,,,,1/1/2013,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Whittingstall, Bradley Karl","Andrade, Kelvin","Osyf, Steven M",,BOSTON,Mark Doherty,Nicholas Katsikas,,JV Pune,BITTNER ERIC,04paw3,CI500,NO,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Stable,No
TULANESS,TULANE UNIVERSITY,001G000001jmqoHIAQ,Endowment/Foundation,EDUCATION,STS,IIS,SCHAFER,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Cady, Erik G","Da Cruz, Joao J","Da Cruz, Joao J","Sucharewicz, James M","Labaki, Anthony J","Saar-Beckles, Merit",BOSTON,Victoria Aguiar,Stephen Sparks,,JV Pune,SWAMI SUNDER VELLA,04PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,Monitor,No
UALBERTA,UNIVERSITY OF ALBERTA - CANADA,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,1/1/2009,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
UAP,UNITED AIRLINES PILOTS,,,RETIREMENT - CORP,USIS,,CRONIN,1.00E+12,2,,,,11/1/2012,5/31/2014,,Bob Pratt,,Donald Marden,NULL,,Bob Pratt,,,,,, , , , ,,,,,,,No Status,No
UAW,UAW Retiree Medical Benefits Trust,001G000001jmpeY,Public Funds,RETIREMENT - TAFT,PF,IIS,SCHAFER,1.00E+12,1,,,,1/1/2009,,"Pae, Lisa H","Tu, Chi T","Fang, Zhiwen","Smith, Evan","Fang, Zhiwen","Adamson, Carlisle O","Crimmins, Matthew",SACRAMENTO,Jeffrey Hopwood,Mani Nagra,Nathan Ormerod,JV Pune,Cameron Boel,13PAW3,C1A00,No,Asset Owners,SACRAMENTO,N/A,Perf_West_Team2,JV_QAT_US-PnA Monthly Ops,,Stable,No
UBS12,UBS ASSET MANAGER,001G000001jmpzq,Asset Manager,ASSET MANAGER,STS,IIS,SCHECHTER,1.00E+12,3,,,Yes,1/1/2012,5/31/2017,,Erik Cady,Adam Hirbour,Jared Sutton,JV- Direct Publish,Eric Burton,Jared Sutton,BOSTON,Curran Mark,"Lahmann, Brad",,JV Pune,BENKART BRIAN,13PAW3,CI800,No,Asset Managers,BOSTON,Core Team,,JV_QAT_US-PnA Monthly Ops,,Terminated,No
UCBER,"UNIVERSITY OF CALIFORNIA, BERKELEY FOUNDATION",,Public Funds,STATE ENTITY,PUB FUND,IIS,YOUNG,1.00E+12,1,,,,1/1/2009,,"Pae, Lisa H","Tu, Chi T","Leung, Mable","Nguyen, Vu",,,"Borowy, Anna",SACRAMENTO,CALABIO TRAVIS,Dorrance William,,JV-Mumbai,Swami Sunder Vella,06PAW3,NONE,No,,Poland,CAPA4,Perf_West_Team2,SSIA-US PnA Alameda,,Terminated,No
UCDAVIS,"UNIVERSITY OF CALIFORNIA, DAVIS FOUNDATION",001G000001jmibb,Public Funds,STATE ENTITY,PUB FUND,IIS,YOUNG,1.00E+12,1,,,,1/1/2009,,"Pae, Lisa H","Tu, Chi T","Leung, Mable","Nguyen, Vu",,,"Borowy, Anna",SACRAMENTO,CALABIO TRAVIS,Dorrance William,,JV-Mumbai,Swami Sunder Vella,06PAW3,NONE,NO,,Poland,CAPA4,Perf_West_Team2,SSIA-US PnA Alameda,,Terminated,No
UCGEN,UC GENERAL LIABILITY OBLIGATION,,Public Funds,STATE ENTITY,USIS-Young,IIS,YOUNG,1.00E+13,1,,,,4/1/2010,,"Pae, Lisa H","Tu, Chi T","Leung, Mable","Nguyen, Vu",,,"Borowy, Anna",SACRAMENTO,CALABIO TRAVIS,Dorrance William,,JV-Mumbai,Young Rick,13PAW3,CI500,No,,Poland,CAPA4,Perf_West_Team2,SSIA-US PnA Alameda,,No Status,No
UCIRV,"UNIVERSITY OF CALIFORNIA, IRVINE FOUNDATION",001G000001jmpj8,Public Funds,STATE ENTITY,Unknown,IIS,YOUNG,1.00E+12,1,,,,1/1/2009,,"Pae, Lisa H","Tu, Chi T","Leung, Mable","Nguyen, Vu",,,"Borowy, Anna",SACRAMENTO,STEPHEN JENNINGS,Dorrance William,,Sacramento,Swami Sunder Vella,06PAW3,,NO,,Poland,CAPA4,Perf_West_Team2,,,Terminated,No
UCLA,"UNIVERSITY OF CALIFORNIA, LOS ANGELES FOUNDATION",,Public Funds,STATE ENTITY,PUB FUND,IIS,YOUNG,1.00E+12,1,,,,1/1/2009,,"Pae, Lisa H","Tu, Chi T","Leung, Mable","Nguyen, Vu",,,"Borowy, Anna",SACRAMENTO,CALABIO TRAVIS,Dorrance William,,Sacramento,Swami Sunder Vella,06PAW3,NONE,No,,Poland,CAPA4,Perf_West_Team2,,,Terminated,No
UCMERC,"UNIVERSITY OF CALIFORNIA, MERCED FOUNDATION",,Public Funds,STATE ENTITY,PUB FUND,IIS,YOUNG,1.00E+12,1,,,,1/1/2009,,"Pae, Lisa H","Tu, Chi T","Leung, Mable","Nguyen, Vu",,,"Borowy, Anna",SACRAMENTO,CALABIO TRAVIS,Dorrance William,,JV-Mumbai,Swami Sunder Vella,06PAW3,NONE,No,,Poland,CAPA4,Perf_West_Team2,SSIA-US PnA Alameda,,Terminated,No
UCRIVER,"UNIVERSITY OF CALIFORNIA, RIVERSIDE FOUNDATION",001G000001jmtCy,Public Funds,STATE ENTITY,PUB FUND,IIS,YOUNG,1.00E+12,1,,,,1/1/2009,,"Pae, Lisa H","Tu, Chi T","Leung, Mable","Nguyen, Vu",,,"Borowy, Anna",SACRAMENTO,CALABIO TRAVIS,Dorrance William,,Sacramento,Swami Sunder Vella,06PAW3,NONE,NO,,Poland,CAPA4,Perf_West_Team2,,,Terminated,No
UCSANBA,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA FOUNDATION",001G000001jmsT3,Public Funds,STATE ENTITY,PUB FUND,IIS,YOUNG,1.00E+12,1,,,,1/1/2009,,"Pae, Lisa H","Tu, Chi T","Mansiya, Azharuddin ","Nguyen, Vu","He, Justin","He, Justin","Mansiya, Azharuddin ",SACRAMENTO,CALABIO TRAVIS,Dorrance William,,Sacramento,Swami Sunder Vella,06PAW3,NONE,NO,,SACRAMENTO,N/A,Perf_West_Team2,,,Stable,No
UCSANCR,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ FOUNDATION",001G000001jmibR,Public Funds,STATE ENTITY,PUB FUND,IIS,YOUNG,1.00E+12,1,,,,1/1/2009,,"Pae, Lisa H","Tu, Chi T","Leung, Mable","Nguyen, Vu",,,"Borowy, Anna",SACRAMENTO,CALABIO TRAVIS,Dorrance William,,JV-Mumbai,Swami Sunder Vella,06PAW3,NONE,No,,Poland,CAPA4,Perf_West_Team2,SSIA-US PnA Alameda,,Terminated,No
UCSAND,"UNIVERSITY OF CALIFORNIA, SAN DIEGO FOUNDATION",,Public Funds,STATE ENTITY,PUB FUND,IIS,YOUNG,1.00E+12,1,,,,1/1/2009,,"Pae, Lisa H","Tu, Chi T","Leung, Mable","Nguyen, Vu",,,"Borowy, Anna",SACRAMENTO,CALABIO TRAVIS,Dorrance William,,JV-Mumbai,Swami Sunder Vella,06PAW3,NONE,No,,Poland,CAPA4,Perf_West_Team2,SSIA-US PnA Alameda,,Terminated,No
UCSF,University of California San Francisco Fdtn (UCSF),001G000001jmpjBIAQ,Public Funds,STATE ENTITY,Unknown,IIS,YOUNG,1.00E+12,1,,,,1/1/2009,,"Pae, Lisa H","Tu, Chi T","Mansiya, Azharuddin ","Nguyen, Vu","He, Justin","Sohn, Sung Won","Mansiya, Azharuddin ",SACRAMENTO,Ryan Russell,Chris Hunter,,Sacramento,"Austria, Celeste",06PAW3,CIA00,No,,SACRAMENTO,N/A,Perf_West_Team2,,,Watch,Yes
UFCW,Southern California UFCW (Food Commercial Workers),001G000001jmpfvIAA,Public Funds,RETIREMENT - TAFT,STS,IIS,SCHECHTER,1.00E+12,3,,,,9/1/2012,,"Verrill, Scott M","Pulsifer, Erik C","Swanson, Scott M","Landry, Matthew","Mejia, Carmen M","Landry, Matthew",,BOSTON,Joe B Rooney,Genny Clark,,JV Pune,NONE,08PAW3,CI500,,,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Stable,No
UHFNY,United Hospital Fund of New York (Covariance),,Public Funds,STATE ENTITY,IIS,IIS,DAVIES,1.00E+13,3,,,,4/1/2015,2/10/2016,,MATTHEW SWAN,Scott Swanson,DOUGLAS MURRAY,Min Huang,Min Huang,Scott Swanson,TORONTO,Seth Wald,Eric Bittner,,JV Pune,KUTTY SHETTY,04PAW3,CIA00,No,,TORONTO,,,JV_QAT_US-PnA Monthly Ops,,No Status,No
UIOWA,UNIVERSITY OF IOWA,,,EDUCATION,NFP,,TERMINATED,1.00E+12,-99,,,,3/1/2012,8/31/2012,,Performance Operations,,NONE,,,MATTHEW SWAN,TORONTO,,,,, , , , ,,TORONTO,,,,,No Status,No
UJA,United Jewish Appeal,,,RETIREMENT DC,STS,,TERMINATED,1.00E+12,-99,,,,1/1/2009,11/30/2010,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
UMINNSS,UNIVERSITY OF MINNESOTA,001G000001jmrkG,Endowment/Foundation,EDUCATION,NFP,IIS,LUCE,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Rudgalve, Olga","Osyf, Steven M","Adamson, Carlisle O",,BOSTON,Victoria Aguiar,CHERYL PHILLIPS,,JV Pune,MCELIGOTT MICHAEL,13PAW3,CI800,No,Asset Owners,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Monitor,No
UNTECGSS,United Technologies Corporation,001G000001jmnHi,Corporate,RETIREMENT - DC,CPS,IIS,SCHECHTER,1.00E+12,3,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Pulsifer, Erik C","Michaud, Daniel","Michaud, Daniel",,"Jones, Crystal","Mejia, Carmen M",BOSTON,Thornton Vince,Mark Hanna,,JV Pune,BENKART BRIAN,06PAW3,CI900,Yes,Asset Owners,Poland,CAPA4,Perf_East_Team3,JV_QAT_US-PnA Daily Ops,,Stable,No
UPASS,UNIVERSITY OF PENNSYLVANIA,001G000001jmqyS,Endowment/Foundation,EDUCATION,NFP,IIS,SCHAFER,1.00E+12,1,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","O'Connell, Michael","Mackey, Paul J","Ramos, Levi","Carmisciano, Lisa","Negoshian, Jennifer",BOSTON,SADLER CHRIS,ALLAN ADRANEDA,,JV Pune,MCELIGOTT MICHAEL,02Paw3,CI800,No,Asset Owners,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,Stable,No
UPS,UNITED PARCEL SERVICE,,,RETIREMENT - CORP,DCS,,TERMINATED,1.00E+12,-99,,,,1/1/2009,12/31/2009,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
USAAMM,United Services Automobile Association,001G000001jmnpY,Asset Manager,ASSET MANAGER,USIS,USIS,FRITCHMAN,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","Cobb, Miles","Cobb, Miles","Ramos, Levi","Arustamyan, Vadim R","Panza, Pietro",BOSTON,"Nikiforow, Gregory",Steven Smirnoudis,,JV-Pune,Johnson Scott,04PAW3,CI300,No,Insurance,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,No Status ,No
